Unnamed: 0,Year,Mileage,Price,Make_Chevrolet,Make_Ford,Make_Honda,Make_Nissan,Make_Toyota,Model_Altima,Model_Camry,Model_Civic,Model_F-150,Model_Silverado,Condition_Excellent,Condition_Fair,Condition_Good
706,2020,70547,18472.550000000003,False,False,False,True,False,False,False,False,False,True,False,False,True
707,2014,91148,23442.6,True,False,False,False,False,True,False,False,False,False,True,False,False
708,2010,84697,27765.050000000003,False,False,False,True,False,False,False,False,True,False,False,False,True
709,2015,147077,19646.25,False,False,True,False,False,False,False,False,False,True,True,False,False
710,2021,75674,17216.399999999998,False,True,False,False,False,False,False,True,False,False,True,False,False
711,2010,79677,28016.25,True,False,False,False,False,False,True,False,False,False,True,False,False
712,2014,37607,26119.65,False,False,False,True,False,False,False,False,True,False,False,False,True
713,2011,132239,24388.15,False,False,True,False,False,False,False,False,False,True,False,False,True
714,2010,139826,25008.8,False,False,False,False,True,False,True,False,False,False,True,False,False
715,2011,33101,29345.05,False,False,True,False,False,False,False,False,True,False,False,False,True
716,2013,102901,23854.85,False,False,False,False,True,True,False,False,False,False,True,False,False
717,2013,75318,25234.1,False,False,True,False,False,False,True,False,False,False,True,False,False
718,2017,127836,18608.2,False,True,False,False,False,False,True,False,False,False,False,False,True
719,2020,146457,14677.25,True,False,False,False,False,True,False,False,False,False,True,False,False
720,2022,94256,15287.3,False,False,False,True,False,True,False,False,False,False,False,True,False
721,2018,136777,17161.25,False,False,True,False,False,False,False,False,False,True,True,False,False
722,2019,29100,21545.1,False,False,True,False,False,False,True,False,False,False,True,False,False
723,2021,79881,17006.05,True,False,False,False,False,False,True,False,False,False,False,False,True
724,2012,72070,26396.6,True,False,False,False,False,True,False,False,False,False,True,False,False
725,2011,63223,27838.95,True,False,False,False,False,False,False,True,False,False,True,False,False
726,2011,120615,24969.15,False,False,False,False,True,False,True,False,False,False,False,False,True
727,2018,81236,19938.2,True,False,False,False,False,False,False,False,True,False,False,True,False
728,2020,96791,17160.55,False,False,False,True,False,False,False,True,False,False,True,False,False
729,2021,34932,19253.5,True,False,False,False,False,False,False,False,True,False,True,False,False
730,2011,22768,29861.7,True,False,False,False,False,False,False,False,False,True,True,False,False
731,2016,111433,20428.35,True,False,False,False,False,False,False,False,False,True,False,False,True
732,2021,84577,16771.050000000003,False,False,True,False,False,False,False,True,False,False,True,False,False
733,2022,66857,16657.25,False,False,False,False,True,True,False,False,False,False,False,False,True
734,2016,141774,18911.3,False,False,True,False,False,False,True,False,False,False,False,False,True
735,2012,55039,27248.15,False,True,False,False,False,False,False,True,False,False,True,False,False
736,2018,92293,19385.45,False,False,False,False,True,False,False,True,False,False,True,False,False
737,2015,50227,24488.75,False,False,False,False,True,False,False,False,True,False,False,True,False
738,2020,146032,14698.3,True,False,False,False,False,False,False,False,True,False,False,False,True
739,2016,11712,25414.4,True,False,False,False,False,False,False,False,True,False,False,False,True
740,2011,10893,30455.25,False,False,False,True,False,False,False,False,True,False,True,False,False
741,2016,69357,22532.15,True,False,False,False,False,False,False,False,True,False,False,False,True
742,2020,134241,15287.95,False,False,False,False,True,False,False,False,False,True,True,False,False
743,2011,86503,26674.95,False,False,True,False,False,False,False,False,True,False,True,False,False
744,2020,31423,20428.85,False,False,True,False,False,False,False,False,True,False,True,False,False
745,2016,77119,22143.95,False,True,False,False,False,False,False,False,True,False,True,False,False
746,2020,19145,21042.65,False,False,False,False,True,False,False,True,False,False,True,False,False
747,2017,45739,22713.15,True,False,False,False,False,False,False,True,False,False,True,False,False
748,2019,28133,21593.45,False,True,False,False,False,False,False,False,False,True,True,False,False
749,2019,105690,17715.5,False,True,False,False,False,False,False,True,False,False,True,False,False
750,2020,119038,16048.2,True,False,False,False,False,False,False,False,False,True,True,False,False
751,2020,64221,18789.05,False,False,False,False,True,False,True,False,False,False,False,False,True
752,2011,77760,27111.9,False,False,True,False,False,False,False,True,False,False,False,False,True
753,2014,33785,26310.85,False,False,False,False,True,False,True,False,False,False,False,False,True
754,2020,61104,18944.8,False,False,False,False,True,False,False,False,True,False,True,False,False
755,2019,106037,17698.25,False,False,True,False,False,False,False,False,True,False,True,False,False
756,2017,108648,19567.6,False,False,True,False,False,False,True,False,False,False,True,False,False
757,2020,101801,16910.05,False,False,False,False,True,True,False,False,False,False,True,False,False
758,2016,11795,25410.35,True,False,False,False,False,False,False,True,False,False,True,False,False
759,2019,64700,19765.0,False,True,False,False,False,False,False,False,True,False,False,False,True
760,2021,42702,18865.0,False,False,False,False,True,False,False,False,True,False,True,False,False
761,2010,85004,27749.9,False,False,False,False,True,False,True,False,False,False,False,True,False
762,2012,97595,25120.35,False,False,False,False,True,False,False,False,True,False,False,False,True
763,2021,135165,14241.85,True,False,False,False,False,True,False,False,False,False,True,False,False
764,2022,145864,12706.9,False,False,False,False,True,False,False,False,True,False,True,False,False
765,2021,133133,14343.45,False,False,False,False,True,False,False,True,False,False,True,False,False
766,2019,43995,20800.35,True,False,False,False,False,False,True,False,False,False,True,False,False
767,2014,131612,21419.5,False,False,False,True,False,False,True,False,False,False,False,True,False
768,2012,74521,26273.95,False,False,True,False,False,True,False,False,False,False,False,True,False
769,2014,106467,22676.75,False,True,False,False,False,False,False,False,False,True,False,True,False
770,2013,77857,25107.25,False,False,True,False,False,False,False,False,True,False,True,False,False
771,2019,13554,22322.4,True,False,False,False,False,False,False,False,True,False,False,False,True
772,2015,122891,20855.55,False,False,True,False,False,False,True,False,False,False,True,False,False
773,2010,89618,27519.2,True,False,False,False,False,True,False,False,False,False,False,False,True
774,2010,74986,28250.7,False,True,False,False,False,False,True,False,False,False,False,True,False
775,2017,73340,21333.1,False,False,False,True,False,False,False,False,False,True,True,False,False
776,2015,148214,19589.4,True,False,False,False,False,True,False,False,False,False,True,False,False
777,2015,122879,20856.15,False,False,True,False,False,False,False,True,False,False,True,False,False
778,2017,45756,22712.3,False,True,False,False,False,True,False,False,False,False,False,False,True
779,2017,149068,17546.6,False,True,False,False,False,False,True,False,False,False,False,False,True
780,2011,137472,24126.4,False,False,True,False,False,False,False,False,False,True,True,False,False
781,2020,90987,17450.65,False,True,False,False,False,False,False,False,True,False,True,False,False
782,2017,123512,18824.5,False,False,False,True,False,False,True,False,False,False,True,False,False
783,2017,116988,19150.7,False,True,False,False,False,False,False,True,False,False,True,False,False
784,2020,86137,17693.25,False,False,False,False,True,True,False,False,False,False,False,True,False
785,2011,51340,28433.1,False,False,False,False,True,False,False,False,True,False,True,False,False
786,2018,136757,17162.15,True,False,False,False,False,False,False,False,False,True,False,False,True
787,2014,34734,26263.3,False,False,True,False,False,False,False,True,False,False,False,True,False
788,2016,80192,21990.5,False,False,True,False,False,True,False,False,False,False,True,False,False
789,2019,123810,16809.4,False,False,False,True,False,False,False,False,False,True,True,False,False
790,2016,149200,18540.1,True,False,False,False,False,True,False,False,False,False,True,False,False
791,2010,147306,24634.7,False,False,True,False,False,False,False,True,False,False,False,False,True
792,2020,107596,16620.3,True,False,False,False,False,False,True,False,False,False,False,False,True
793,2011,128818,24559.0,False,False,False,False,True,False,False,False,True,False,True,False,False
794,2018,35305,22234.75,False,False,True,False,False,False,True,False,False,False,True,False,False
795,2017,94183,20290.85,False,False,True,False,False,False,False,True,False,False,True,False,False
796,2020,42621,19868.85,False,False,False,False,True,True,False,False,False,False,False,False,True
797,2021,96118,16194.2,True,False,False,False,False,False,False,True,False,False,True,False,False
798,2014,79483,24025.85,False,True,False,False,False,False,False,False,True,False,False,False,True
799,2017,133889,18305.65,True,False,False,False,False,True,False,False,False,False,True,False,False
800,2013,59560,26022.0,False,False,False,True,False,False,False,False,False,True,True,False,False
801,2021,87129,16643.649999999998,False,False,False,False,True,False,False,True,False,False,True,False,False
802,2014,93807,23309.75,False,True,False,False,False,False,False,False,True,False,True,False,False
803,2011,108907,25554.75,False,False,False,False,True,False,True,False,False,False,False,False,True
804,2015,61687,23915.75,False,True,False,False,False,True,False,False,False,False,False,False,True
805,2016,56247,23187.75,True,False,False,False,False,True,False,False,False,False,False,False,True
806,2022,15992,19200.5,False,False,False,True,False,True,False,False,False,False,False,True,False
807,2012,48331,27583.55,False,False,True,False,False,False,False,True,False,False,True,False,False
808,2013,106330,23683.6,False,False,False,True,False,False,False,False,True,False,False,False,True
809,2017,63826,21808.8,False,False,False,False,True,False,False,True,False,False,False,False,True
810,2013,36782,27160.9,False,False,True,False,False,False,True,False,False,False,True,False,False
811,2021,109551,15522.55,False,True,False,False,False,False,False,False,True,False,True,False,False
812,2011,124937,24753.15,False,False,False,False,True,False,True,False,False,False,True,False,False
813,2010,99234,27038.4,False,True,False,False,False,False,True,False,False,False,True,False,False
814,2012,102406,24879.8,False,False,True,False,False,False,True,False,False,False,True,False,False
815,2022,140603,12969.85,False,False,True,False,False,True,False,False,False,False,True,False,False
816,2012,47534,27623.3,False,False,False,True,False,False,False,True,False,False,False,False,True
817,2011,50007,28499.75,True,False,False,False,False,False,False,False,True,False,False,True,False
818,2017,15545,24222.85,False,False,True,False,False,True,False,False,False,False,True,False,False
819,2022,142080,12896.0,False,True,False,False,False,False,True,False,False,False,False,False,True
820,2021,127693,14615.45,False,False,False,False,True,False,False,False,True,False,True,False,False
821,2010,63023,28848.95,False,True,False,False,False,True,False,False,False,False,True,False,False
822,2017,148254,17587.3,True,False,False,False,False,False,False,True,False,False,True,False,False
823,2021,136606,14169.6,False,False,True,False,False,False,False,True,False,False,False,False,True
824,2010,47611,29619.55,False,False,True,False,False,False,False,True,False,False,True,False,False
825,2014,106119,22694.15,False,False,False,True,False,False,False,False,True,False,True,False,False
826,2011,102926,25853.8,False,False,False,False,True,False,False,True,False,False,False,False,True
827,2019,120286,16985.8,True,False,False,False,False,False,True,False,False,False,True,False,False
828,2022,72203,16389.949999999997,False,False,False,True,False,False,False,False,False,True,True,False,False
829,2019,48503,20574.85,False,False,False,False,True,False,True,False,False,False,True,False,False
830,2013,136202,22190.0,False,False,True,False,False,False,True,False,False,False,False,False,True
831,2019,122062,16896.800000000003,False,False,True,False,False,False,False,False,False,True,False,False,True
832,2012,45294,27735.4,False,False,False,False,True,False,False,True,False,False,True,False,False
833,2020,104399,16780.05,False,False,True,False,False,False,False,False,False,True,False,True,False
834,2019,137827,16108.65,False,True,False,False,False,False,True,False,False,False,False,False,True
835,2013,108091,23595.45,False,False,False,False,True,True,False,False,False,False,True,False,False
836,2010,68159,28592.15,False,False,True,False,False,True,False,False,False,False,True,False,False
837,2019,59808,20009.7,False,False,False,True,False,True,False,False,False,False,False,False,True
838,2014,33890,26305.6,False,False,False,True,False,False,False,False,False,True,True,False,False
839,2017,125049,18747.45,False,False,False,True,False,False,False,False,True,False,False,False,True
840,2019,30687,21465.75,False,False,True,False,False,False,False,True,False,False,False,True,False
841,2022,56155,17192.15,False,False,False,True,False,True,False,False,False,False,False,False,True
842,2014,49867,25506.75,True,False,False,False,False,True,False,False,False,False,True,False,False
843,2011,113560,25322.0,False,False,False,False,True,False,False,True,False,False,True,False,False
844,2022,46699,17665.149999999998,False,False,False,False,True,False,False,True,False,False,False,False,True
845,2010,81063,27946.95,False,False,False,False,True,True,False,False,False,False,True,False,False
846,2013,41285,26935.75,False,False,False,True,False,False,True,False,False,False,True,False,False
847,2010,109321,26534.05,True,False,False,False,False,True,False,False,False,False,False,False,True
848,2021,75482,17226.0,False,True,False,False,False,False,False,False,False,True,True,False,False
849,2018,75823,20208.85,False,False,False,True,False,False,False,False,True,False,False,False,True
850,2012,15826,29208.8,True,False,False,False,False,False,False,True,False,False,True,False,False
851,2011,112032,25398.300000000003,False,False,True,False,False,False,False,True,False,False,True,False,False
852,2014,44172,25791.5,False,True,False,False,False,True,False,False,False,False,True,False,False
853,2012,21025,28948.65,False,False,True,False,False,False,False,False,True,False,True,False,False
854,2011,103575,25821.35,False,False,True,False,False,False,True,False,False,False,True,False,False
855,2011,53575,28321.35,False,False,False,False,True,False,False,True,False,False,False,False,True
856,2022,116465,14176.85,False,False,False,False,True,False,True,False,False,False,True,False,False
857,2010,37265,30136.75,False,False,False,True,False,False,False,True,False,False,False,True,False
858,2011,25277,29736.15,False,True,False,False,False,False,False,True,False,False,True,False,False
859,2013,83668,24816.7,True,False,False,False,False,False,False,False,False,True,False,False,True
860,2014,10120,27494.1,False,False,True,False,False,False,False,True,False,False,True,False,False
861,2014,36447,26177.75,False,False,False,True,False,False,False,True,False,False,False,False,True
862,2018,96151,19192.55,True,False,False,False,False,False,True,False,False,False,True,False,False
863,2016,47829,23608.65,False,False,False,True,False,False,False,False,False,True,True,False,False
864,2010,145528,24723.6,False,False,False,False,True,False,True,False,False,False,True,False,False
865,2019,61278,19936.1,False,False,False,True,False,True,False,False,False,False,False,False,True
866,2012,21770,28911.4,False,False,False,True,False,True,False,False,False,False,True,False,False
867,2013,49622,26519.0,False,True,False,False,False,False,False,False,False,True,True,False,False
868,2013,82654,24867.2,False,False,False,True,False,False,False,False,False,True,True,False,False
869,2018,55849,21207.65,False,False,True,False,False,False,False,True,False,False,True,False,False
870,2019,115299,17235.05,False,False,True,False,False,False,False,True,False,False,True,False,False
871,2012,29265,28536.85,False,False,False,False,True,False,True,False,False,False,True,False,False
872,2022,23865,18806.85,False,False,False,True,False,False,False,True,False,False,True,False,False
873,2019,84547,18772.75,True,False,False,False,False,False,False,True,False,False,True,False,False
874,2013,97585,24120.85,False,False,False,True,False,False,False,False,True,False,True,False,False
875,2015,22308,25884.5,False,False,False,False,True,False,False,True,False,False,False,True,False
876,2012,84092,25795.5,False,False,True,False,False,False,True,False,False,False,True,False,False
877,2014,94561,23271.95,False,False,False,False,True,False,False,True,False,False,False,True,False
878,2021,84366,16781.8,False,False,False,True,False,True,False,False,False,False,True,False,False
879,2021,126719,14664.05,False,False,False,True,False,True,False,False,False,False,True,False,False
880,2014,75393,24230.35,False,False,True,False,False,False,False,False,False,True,False,False,True
881,2010,12923,31353.95,False,False,False,False,True,False,False,False,True,False,True,False,False
882,2012,43860,27807.1,False,False,False,True,False,True,False,False,False,False,True,False,False
883,2019,96715,18164.35,False,False,False,True,False,False,False,True,False,False,True,False,False
884,2016,105787,20710.65,True,False,False,False,False,False,True,False,False,False,False,False,True
885,2010,115209,26239.65,False,False,False,False,True,False,False,False,False,True,True,False,False
886,2020,46725,19663.85,False,False,False,False,True,True,False,False,False,False,True,False,False
887,2013,108600,23570.0,False,False,False,True,False,False,False,True,False,False,True,False,False
888,2019,30151,21492.45,False,True,False,False,False,True,False,False,False,False,False,False,True
889,2015,82459,22876.95,False,True,False,False,False,True,False,False,False,False,True,False,False
890,2010,22994,30850.4,True,False,False,False,False,False,False,False,False,True,False,False,True
891,2012,114588,24270.5,False,True,False,False,False,True,False,False,False,False,False,False,True
892,2012,138655,23067.35,False,True,False,False,False,False,False,True,False,False,False,False,True
893,2021,26938,19653.2,False,True,False,False,False,False,False,False,True,False,True,False,False
894,2022,60341,16983.05,False,True,False,False,False,False,True,False,False,False,True,False,False
895,2014,117813,22109.35,False,False,False,False,True,True,False,False,False,False,True,False,False
896,2012,32250,28387.6,False,True,False,False,False,False,False,False,True,False,True,False,False
897,2020,75326,18233.7,False,False,True,False,False,False,True,False,False,False,True,False,False
898,2013,44970,26751.4,True,False,False,False,False,False,False,False,True,False,False,False,True
899,2010,40889,29955.55,False,False,False,True,False,False,False,True,False,False,False,False,True
900,2018,104690,18765.5,False,False,True,False,False,False,True,False,False,False,False,False,True
901,2012,34266,28286.7,False,True,False,False,False,True,False,False,False,False,False,True,False
902,2016,116714,20164.4,False,False,False,False,True,False,False,False,True,False,False,True,False
903,2010,61450,28927.6,False,False,True,False,False,False,True,False,False,False,True,False,False
904,2015,79970,23001.4,False,True,False,False,False,False,False,False,True,False,True,False,False
905,2013,19440,28028.0,True,False,False,False,False,False,False,False,True,False,False,False,True
906,2010,94434,27278.4,False,False,True,False,False,False,False,False,False,True,True,False,False
907,2018,86446,19677.8,True,False,False,False,False,True,False,False,False,False,False,True,False
908,2022,70874,16456.399999999998,True,False,False,False,False,False,False,True,False,False,False,False,True
909,2019,140645,15967.85,False,False,False,False,True,False,False,False,True,False,True,False,False
910,2018,19475,23026.35,True,False,False,False,False,False,True,False,False,False,True,False,False
911,2012,126659,23667.15,True,False,False,False,False,True,False,False,False,False,True,False,False
912,2011,60733,27963.45,False,False,False,False,True,True,False,False,False,False,True,False,False
913,2016,97889,21105.55,True,False,False,False,False,False,False,True,False,False,False,False,True
914,2010,54309,29284.65,False,True,False,False,False,False,True,False,False,False,True,False,False
915,2012,135239,23238.05,False,True,False,False,False,False,True,False,False,False,True,False,False
916,2012,111072,24446.5,False,True,False,False,False,False,False,False,False,True,True,False,False
917,2018,97741,19113.05,False,False,False,True,False,False,False,True,False,False,True,False,False
918,2020,95720,17214.1,True,False,False,False,False,False,False,True,False,False,True,False,False
919,2011,41636,28918.2,False,False,False,True,False,False,False,False,True,False,False,True,False
920,2021,21971,19901.55,False,True,False,False,False,False,True,False,False,False,False,True,False
921,2020,31688,20415.7,False,False,True,False,False,False,False,False,False,True,True,False,False
922,2013,70354,25482.3,True,False,False,False,False,True,False,False,False,False,True,False,False
923,2018,101911,18904.45,True,False,False,False,False,False,False,False,True,False,False,False,True
924,2019,30538,21473.2,False,True,False,False,False,True,False,False,False,False,False,False,True
925,2011,13052,30347.4,False,True,False,False,False,False,True,False,False,False,True,False,False
926,2011,38801,29060.05,True,False,False,False,False,True,False,False,False,False,True,False,False
927,2013,114013,23299.35,True,False,False,False,False,False,True,False,False,False,True,False,False
928,2021,110323,15483.95,False,False,False,False,True,False,False,False,True,False,False,False,True
929,2016,74780,22261.0,False,True,False,False,False,False,False,True,False,False,True,False,False
930,2018,68977,20551.25,True,False,False,False,False,False,False,False,True,False,False,True,False
931,2017,24030,23798.4,False,False,True,False,False,False,True,False,False,False,True,False,False
932,2018,105608,18719.7,True,False,False,False,False,False,False,True,False,False,False,False,True
933,2016,38708,24064.7,False,False,True,False,False,False,False,True,False,False,True,False,False
934,2018,136627,17168.65,False,False,False,True,False,True,False,False,False,False,True,False,False
935,2017,77391,21130.55,False,False,True,False,False,False,False,False,True,False,False,False,True
936,2016,81032,21948.5,False,False,True,False,False,False,False,False,True,False,False,False,True
937,2022,42956,17852.3,False,True,False,False,False,True,False,False,False,False,True,False,False
938,2011,137181,24141.05,False,False,True,False,False,True,False,False,False,False,False,True,False
939,2015,85619,22719.05,True,False,False,False,False,False,False,False,False,True,False,False,True
940,2014,110014,22499.3,False,True,False,False,False,False,False,False,False,True,True,False,False
941,2022,121039,13947.95,False,False,False,False,True,False,True,False,False,False,False,False,True
942,2011,81738,26913.0,False,False,False,True,False,False,False,False,True,False,True,False,False
943,2017,125611,18719.55,True,False,False,False,False,True,False,False,False,False,True,False,False
944,2010,88965,27551.85,False,False,False,False,True,False,True,False,False,False,True,False,False
945,2021,108001,15600.05,False,True,False,False,False,False,True,False,False,False,True,False,False
946,2019,13201,22340.05,False,True,False,False,False,False,True,False,False,False,False,False,True
947,2022,12737,19363.25,False,True,False,False,False,False,True,False,False,False,False,False,True
948,2014,93523,23323.95,True,False,False,False,False,False,False,False,True,False,True,False,False
949,2018,56474,21176.4,True,False,False,False,False,True,False,False,False,False,True,False,False
950,2014,100753,22962.45,True,False,False,False,False,False,False,True,False,False,False,False,True
951,2016,106614,20669.4,False,False,False,True,False,True,False,False,False,False,False,True,False
952,2015,133193,20340.25,True,False,False,False,False,False,False,True,False,False,False,False,True
953,2020,135632,15218.5,False,False,True,False,False,True,False,False,False,False,True,False,False
954,2013,49994,26500.2,False,False,False,False,True,False,False,True,False,False,True,False,False
955,2022,75254,16237.4,False,False,False,False,True,True,False,False,False,False,True,False,False
956,2013,134117,22294.25,False,True,False,False,False,False,False,False,True,False,True,False,False
957,2017,23845,23807.85,False,False,False,False,True,True,False,False,False,False,False,False,True
958,2013,54943,26252.95,False,False,False,False,True,False,False,False,False,True,True,False,False
959,2015,19070,26046.6,False,False,False,True,False,False,True,False,False,False,False,False,True
960,2019,70356,19482.3,False,True,False,False,False,False,False,False,False,True,True,False,False
961,2016,67134,22643.4,False,False,False,True,False,True,False,False,False,False,False,False,True
962,2018,96149,19192.65,True,False,False,False,False,False,False,False,True,False,True,False,False
963,2015,16105,26194.65,False,True,False,False,False,False,True,False,False,False,True,False,False
964,2016,12784,25360.9,False,True,False,False,False,False,False,True,False,False,True,False,False
965,2012,94169,25291.45,False,True,False,False,False,False,False,False,True,False,True,False,False
966,2017,78336,21083.2,False,True,False,False,False,True,False,False,False,False,False,True,False
967,2017,125701,18715.05,False,False,True,False,False,False,False,False,False,True,False,False,True
968,2013,73364,25331.8,False,False,False,False,True,False,False,True,False,False,True,False,False
969,2020,122285,15885.75,True,False,False,False,False,True,False,False,False,False,False,False,True
970,2011,57068,28146.6,False,False,True,False,False,False,True,False,False,False,True,False,False
971,2013,98891,24055.45,False,False,False,True,False,False,False,False,True,False,True,False,False
972,2010,70053,28497.45,False,False,False,False,True,False,False,False,False,True,True,False,False
973,2016,133334,19333.3,False,False,True,False,False,False,False,False,True,False,False,False,True
974,2012,72053,26397.35,False,False,True,False,False,False,True,False,False,False,False,False,True
975,2017,50986,22450.8,True,False,False,False,False,True,False,False,False,False,False,False,True
976,2013,66767,25661.65,False,True,False,False,False,True,False,False,False,False,True,False,False
977,2010,127943,25602.85,True,False,False,False,False,False,False,False,False,True,True,False,False
978,2017,89206,20539.7,False,True,False,False,False,False,False,False,True,False,True,False,False
979,2018,103726,18813.8,False,False,True,False,False,False,False,True,False,False,False,False,True
980,2021,130741,14462.95,True,False,False,False,False,False,True,False,False,False,False,True,False
981,2015,74527,23273.65,True,False,False,False,False,True,False,False,False,False,True,False,False
982,2014,107263,22636.95,False,False,False,False,True,True,False,False,False,False,True,False,False
983,2019,64217,19789.25,False,False,False,False,True,True,False,False,False,False,True,False,False
984,2011,37478,29126.2,False,False,False,False,True,False,False,False,True,False,False,True,False
985,2022,41167,17941.75,False,False,False,True,False,True,False,False,False,False,True,False,False
986,2018,27348,22632.7,False,False,False,False,True,True,False,False,False,False,True,False,False
987,2013,109094,23545.4,False,False,False,True,False,True,False,False,False,False,True,False,False
988,2012,136407,23179.75,False,False,False,False,True,False,True,False,False,False,True,False,False
989,2022,69882,16505.800000000003,True,False,False,False,False,True,False,False,False,False,False,False,True
990,2014,127738,21613.2,False,False,False,False,True,False,True,False,False,False,True,False,False
991,2016,51451,23427.55,False,False,False,False,True,False,False,False,True,False,False,False,True
992,2013,53898,26305.1,False,True,False,False,False,False,False,True,False,False,True,False,False
993,2012,113390,24330.6,False,False,True,False,False,True,False,False,False,False,False,False,True
994,2015,50874,24456.4,False,False,True,False,False,False,False,False,False,True,True,False,False
995,2010,149032,24548.5,False,False,False,True,False,False,True,False,False,False,True,False,False
996,2014,20608,26969.7,True,False,False,False,False,False,False,False,True,False,True,False,False
997,2016,109851,20507.55,False,True,False,False,False,True,False,False,False,False,False,False,True
998,2010,11704,31414.9,False,False,False,False,True,False,False,False,False,True,False,False,True
999,2017,128390,18580.6,False,False,False,True,False,False,False,False,False,True,True,False,False
